publication,doi,region,site_name,sample_id,sample_year,plant_name,genus,species,growth_form,habitat,lat,lon,elevation,cat,n_samples,conc_ugg_plant,c20_fconc,c21_fconc,c22_fconc,c23_fconc,c24_fconc,c25_fconc,c26_fconc,c27_fconc,c28_fconc,c29_fconc,c30_fconc,c31_fconc,c32_fconc,c20_fd2h,c20_fd2h_unc,c22_fd2h,c22_fd2h_unc,c24_fd2h,c24_fd2h_unc,c26_fd2h,c26_fd2h_unc,c28_fd2h,c28_fd2h_unc,c30_fd2h,c30_fd2h_unc,c32_fd2h,c32_fd2h_unc,c20_fd13c,c20_fd13c_unc,c22_fd13c,c22_fd13c_unc,c24_fd13c,c24_fd13c_unc,c26_fd13c,c26_fd13c_unc,c28_fd13c,c28_fd13c_unc,c30_fd13c,c30_fd13c_unc,c32_fd13c,c32_fd13c_unc,c21_aconc,c22_aconc,c23_aconc,c24_aconc,c25_aconc,c26_aconc,c27_aconc,c28_aconc,c29_aconc,c30_aconc,c31_aconc,c32_aconc,c33_aconc,c21_ad2h,c21_ad2h_unc,c23_ad2h,c23_ad2h_unc,c25_ad2h,c25_ad2h_unc,c27_ad2h,c27_ad2h_unc,c29_ad2h,c29_ad2h_unc,c31_ad2h,c31_ad2h_unc,c33_ad2h,c33_ad2h_unc,c21_ad13c,c21_ad13c_unc,c23_ad13c,c23_ad13c_unc,c25_ad13c,c25_ad13c_unc,c27_ad13c,c27_a13c_unc,c29_ad13c,c29_ad13c_unc,c31_ad13c,c31_ad13c_unc,c33_ad13c,c33_ad13c_unc
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,CF8,KRL-058,2019,Conostomum tetragonum,Conostomum,tetragona,moss,terrestrial,70.56,-68.95,195,6,1,1,20.77,2.18,30.05,2.32,18.01,1.58,3.18,1.18,1.52,1.12,1.22,0.99,1.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.54,5.6,9.4,5.1,7.24,4.89,6.35,4.26,5.05,2.85,3.6,2.36,2.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_20,2010,Cystopteris fragilis,Cystopteris,fragilis,fern,terrestrial,68.636,-50.981,59,4,1,1,23.3,1.1,57.1,11.4,84.5,7.4,14.7,1.3,1.9,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,6,nan,7,nan,5,nan,3,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wilkie_et_al_2013,https://doi.org/10.5194/cp-9-335-2013,Far East Russia,Elgygytgyn,Wilkie_3,2003,D. ochotensis,Douglasia,ochotensis,forb,terrestrial,67.5,172.1,492,3,1,0,18.4,nan,34.8,nan,91.4,nan,61.6,nan,96.4,nan,111.6,nan,nan,-245,4,-234,1,-242,6,-243,2,-249,1,-244,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_3,2010,Diapensia laponica,Diapensia,laponica,shrub,terrestrial,68.636,-50.981,59,2,1,1,10.1,1.1,8,1.5,9.1,2.9,15.1,4.1,32.5,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.16,nan,8.65,nan,28.93,nan,309.41,nan,6646.16,nan,6996.98,nan,1424.37,nan,nan,nan,nan,nan,nan,-204.064,9.82647795499486,-210.045333333333,1.47423075986542,-205.187,3.4538799921248,-198.524333333333,3.28812748130806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zibulski_et_al_2017,https://doi.org/10.5194/bg-14-1617-2017,Northeast Russia,Northeast_Russia,Dre_sp_1,2011,Drepanocladus,Drepanocladus,sp.,moss,terrestrial,71,99.5,0,6,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.9968,nan,5.0986,nan,29.6729,nan,30.4582,nan,9.9108,nan,5.1317,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-104,2021,Drepanocladus exannulatus,Drepanocladus,exannulatus,moss,terrestrial,58.1,-68.46,61,6,1,1,5.78,5.19,11.6,2.35,19.48,1.75,19.16,1.52,29.37,0.33,6.29,0,0.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.74,2.78,16.9,3.19,35.38,4.92,62.93,0.71,18.86,0,4.25,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-079,2019,Drepanocladus fluitans,Drepanocladus,fluitans,moss,terrestrial,58.1,-68.46,61,6,1,1,3.96,0.46,4.29,1.08,16.29,1.32,17.9,0.55,17.28,0.04,1.44,0,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,0,2.52,0.34,90.28,3.31,122.82,2.88,70.26,3.86,138.5,0,32.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-105,2021,Drepanocladus fluitans,Drepanocladus,fluitans,moss,terrestrial,58.1,-68.46,61,6,1,1,7.6,4.61,19.24,2.74,24.96,2.7,26.11,1.82,33.5,0.24,3.85,0,0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.96,3.4,9.18,2.82,44.01,3.5,68.26,0.39,23.02,0,6.98,0,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH211,2019,Drepanocladus revolvens,Drepanocladus,revolvens,moss,terrestrial,63.68,-68.2,33,6,1,1,68.33,31.24,122.71,28.47,160.66,30.06,125.49,29.38,138.79,24.7,73.59,22.13,35.94,nan,nan,-257.01,2.75,-249.14,2.67,-250.59,2.79,-255.99,2.82,nan,nan,nan,nan,nan,nan,-39.41,0.18,-39.53,0.07,-40.64,0.07,-40.91,0.07,nan,nan,nan,nan,8.5,7.53,11.79,9.02,121.22,12.08,150.77,10,77.44,7.9,18.52,7.45,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH214,2019,Drepanocladus revolvens,Drepanocladus,revolvens,moss,terrestrial,63.68,-68.2,33,6,1,1,24.92,14.55,49.39,15.79,93.82,17.28,70.26,16.39,66.5,12.97,29.27,11.72,16.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.03,1.11,3.07,2.05,26.2,3.12,44.89,2.32,25.06,1.49,11.25,0,1.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH253,2019,Drepanocladus revolvens,Drepanocladus,revolvens,moss,terrestrial,63.68,-68.2,33,6,1,1,25.64,6.25,81.17,7.17,137.58,8.45,97.12,7.51,63.62,4.63,19.52,3.78,7.02,nan,nan,-246.62,2.69,-245.39,2.65,-245.81,2.64,-249.72,2.92,nan,nan,nan,nan,nan,nan,-34.52,0.21,-36.73,0.21,-39.89,0.22,-36.7,0.21,nan,nan,nan,nan,3.37,1.63,1.56,2.81,83.54,3.68,51.57,1.78,16.72,0.82,6.39,1,1.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zibulski_et_al_2017,https://doi.org/10.5194/bg-14-1617-2017,Northeast Russia,Northeast_Russia,Dre_rev_1,2011,Drepanocladus revolvens,Drepanocladus,revolvens,moss,terrestrial,71,99.5,0,6,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5426,nan,2.3659,nan,43.833,nan,19.0836,nan,5.1551,nan,3.5637,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zibulski_et_al_2017,https://doi.org/10.5194/bg-14-1617-2017,Northeast Russia,Northeast_Russia,Dre_rev_2,2011,Drepanocladus revolvens,Drepanocladus,revolvens,moss,terrestrial,71,99.5,0,6,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5227,nan,2.7605,nan,22.5638,nan,14.5103,nan,6.5356,nan,7.5623,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balascio_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.03.008,northern Norway,Hollabattjonnen,Balascio_6,2013,Drosera rotundifolia,Drosera,rotundifolia,forb,terrestrial,69.74,19.13,25,3,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41,nan,2.92,nan,6.51,nan,10.93,nan,26.52,nan,40.6,nan,12.11,nan,nan,nan,nan,-145,5,-148,4,-173,3,-176,4,-171,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR1 EMHE,2014,Empetrum hermaphroditum,Empetrum,hermaphroditum,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.76,0.94,7.23,4.42,21.27,5.34,130.93,14.37,388.27,18.81,528.6,17.52,257.16,nan,nan,nan,nan,nan,nan,-234.15,0.92,-239.14,0.39,-240.33,0.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR3 EMHE,2014,Empetrum hermaphroditum,Empetrum,hermaphroditum,shrub,terrestrial,67.02,-50.7,50,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,8.02,3.75,23.33,4.29,202.54,26.9,679.79,49.32,1257.84,53.37,626.98,nan,nan,nan,nan,nan,nan,nan,nan,-251.86,0.76,-251.42,0.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thomas_et_al_2016,https://doi.org/10.1002/2016GL068513,western Greenland,N3,N3p_14,2010,Empetrum hermaphroditum,Empetrum,hermaphroditum,shrub,terrestrial,68.636,-50.981,59,2,1,1,11.1,1.4,15,3.9,40.1,8.3,46.1,7.2,78.5,7.7,57.1,0,31.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,98,nan,324,nan,3276,nan,10383,nan,9901,nan,2150,nan,nan,nan,nan,-216.4755,14.0537472760826,-231.273,2.67769471747621,-235.223333333333,1.35185847385491,-232.166666666667,2.75393506338354,-226.759333333333,4.24914689476997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bakkelund_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.08.005,Yukon transect,Mayo,MYO_F1,2014,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,63.54,-136.16,555,2,2,1,21.03,1.94,13.62,2.87,21.61,5.18,34.33,6.43,75.5,10.24,84.82,7.91,93.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balascio_et_al_2018,https://doi.org/10.1016/j.orggeochem.2018.03.008,northern Norway,Hollabattjonnen,Balascio_12,2013,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,69.74,19.13,25,2,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03,nan,0.56,nan,0.94,nan,4.31,nan,36.55,nan,45.69,nan,11.93,nan,nan,nan,nan,nan,nan,nan,nan,-184,3,-184,4,-179,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH200,2019,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,63.68,-68.2,33,2,1,1,20.73,3.75,14.22,4.62,18.54,5.52,30.38,5.47,47.29,5.2,30.54,3.25,10.22,nan,nan,-238.63,3.48,-231.17,2.81,-240.79,2.86,-245.11,2.73,nan,nan,nan,nan,nan,nan,-33.24,0.36,-32.73,0.25,-32.05,0.21,-31.76,0.28,nan,nan,nan,nan,7.78,4.99,9.34,5.98,14.93,6.53,87.9,16.37,576.88,30.16,525.44,13.98,611.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollister_et_al_2022,https://doi.org/10.1029/2022JG006903,Baffin Island,QPT,KVH254,2019,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,63.68,-68.2,33,2,1,1,12.88,2.11,8.81,2.61,15.51,3.22,14.36,2.94,21.27,2.99,49.93,1.79,6.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.23,4.14,7.59,4.89,9.93,5.08,76.35,13.45,308.41,16.23,384.67,12.57,100.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-064,2019,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,58.1,-68.46,61,2,1,1,36.91,17.52,28.05,17.52,33.04,18.63,34.7,18.08,36.91,17.52,27.49,16.41,21.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.9,18.16,29.61,20.86,47.25,21.47,272.41,44.94,1005.16,62.16,1582.03,60.02,503.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-100,2021,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,58.1,-68.46,61,2,1,1,50.52,0,40.48,0,67.26,0,66.14,0,81.77,0,41.59,0,14.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34,0,36.45,0,71.08,0,652.09,58.1,404.56,124.59,465.57,119.33,264.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lindberg_et_al,https://doi.org/10.5194/egusphere-2025-3849,Baffin Island,3LN,KRL-101,2021,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,58.1,-68.46,61,2,1,1,113.96,2.6,68.62,4.19,106.8,9.76,106,10.55,160.89,9.76,96.46,0.21,36.8,nan,nan,-209.9,3.33,-224.13,3.88,-218.51,3.28,-221.13,3.41,nan,nan,nan,nan,nan,nan,-33.63,0.15,-34.73,0.18,-34.94,0.12,-35.27,0.15,nan,nan,nan,nan,0,0,22.17,0,65.28,5.69,940.98,92.04,777.16,242.76,773.83,204.7,331.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oconnor_et_al_2020,https://doi.org/10.1016/j.orggeochem.2020.104064,AK transect,Arctic_Circle,S5_EMNI,2016,Empetrum nigrum,Empetrum,nigrum,shrub,terrestrial,66.56,-150.79,455,2,1,0,nan,nan,0,nan,10,nan,20,nan,0,nan,40,nan,30,nan,nan,nan,nan,-246,2,-250,1,nan,nan,-261,1,-256,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,30,nan,50,nan,20,nan,nan,nan,nan,nan,nan,nan,nan,-245,1,-247,0,-241,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR1 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.07,1.05,6.42,1.28,2.78,1.97,3.47,0.41,1.3,0,0,0,0,nan,nan,-198.32,2.16,-191.62,0.16,-199.31,1.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR14 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.91,0.44,3.24,0.51,1.69,1.08,2.49,0.17,0.54,0,0,0,0,nan,nan,-195.42,0.37,-192.76,0.03,-204.95,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR16 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.85,0.73,5.42,0.44,2.43,1.62,4.1,0.42,1.31,0.07,0.39,0,0,nan,nan,-157.56,3.69,nan,nan,-187.64,2.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR2 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,9.19,1.89,4.08,1.32,4.03,0.41,1.44,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR3 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.94,1.28,8.75,1.46,4.98,2.67,10.91,0.54,2.7,0.06,0.36,0,0.08,nan,nan,-197.01,0.03,-193.5,0.44,-211.15,0.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR4 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.33,0.79,6.39,2.12,5.62,1.15,13.33,1.23,17.54,0.16,0.54,0,0.09,nan,nan,nan,nan,nan,nan,-215.03,0.5,-220.63,0.79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR5 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.33,0.83,6.13,1.25,3.21,1.09,6.55,0.47,2.78,0.05,0.16,0,0,nan,nan,-191.22,0.2,-181.83,2.27,-203.07,1.08,-196.79,1.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR6 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.02,0.86,9.03,1.5,4.99,2.71,9.2,0.57,2.2,0.1,0.11,0.05,0.04,nan,nan,-205.25,0.02,-198.13,0,-216.16,0.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR7 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.93,0.91,4.85,1.82,3.27,0.8,2.94,0.19,1.08,0,0,0,0,nan,nan,-174.05,0.07,-173.57,1.55,-177.27,0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berke_et_al_2019,https://doi.org/10.1016/j.gca.2018.10.020,western Greenland,Kangerlussuaq,GR8 EQAR,2014,Equisetum arvense,Equisetum,arvense,fern,terrestrial,67.02,-50.7,50,4,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.66,1.14,12.94,1.43,6.01,2.93,12.69,0.7,4.29,0.11,0.62,0,0,nan,nan,-216.88,0.6,-205.48,0.47,-226.99,1.1,-221.49,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
